domain,n_agents,topology_family,condition,prompt_id,variation_type,answer_entropy,flip_rate,self_consistency,total_tokens,total_cost
games,4,hierarchy,team,25,paraphrase,0.7155,0.2736,0.6762,3001,0.009003
games,6,chain,team,25,paraphrase,0.5598,0.1872,0.7678,5130,0.01539
games,6,star,team,25,paraphrase,0.6993,0.2063,0.7835,3954,0.011862
games,6,full,team,25,paraphrase,0.6579,0.1918,0.786,4982,0.014946
games,6,hierarchy,team,25,paraphrase,0.5229,0.1548,0.699,5071,0.015213
games,8,chain,team,25,paraphrase,0.6457,0.1586,0.6759,5937,0.017811
games,8,star,team,25,paraphrase,0.4909,0.1289,0.6839,5874,0.017622
games,8,full,team,25,paraphrase,0.5053,0.1161,0.7592,7077,0.021231
games,8,hierarchy,team,25,paraphrase,0.4165,0.1851,0.7962,6132,0.018396
games,1,none,single_llm,26,seed,1.1139,0.4198,0.5286,888,0.002664
games,4,none,ensemble,26,seed,0.9515,0.2329,0.6788,3302,0.009906
games,6,none,ensemble,26,seed,0.9407,0.1999,0.6925,4770,0.01431
games,8,none,ensemble,26,seed,0.8345,0.1571,0.791,6698,0.020094
games,4,chain,team,26,seed,0.5983,0.2683,0.8517,3520,0.01056
games,4,star,team,26,seed,0.8227,0.1934,0.6869,2609,0.007827
games,4,full,team,26,seed,0.6755,0.1463,0.7343,3179,0.009537
games,4,hierarchy,team,26,seed,0.7616,0.1419,0.7376,3683,0.011049
games,6,chain,team,26,seed,0.4641,0.2095,0.7304,5061,0.015183
games,6,star,team,26,seed,0.6313,0.1744,0.8301,4247,0.012741
games,6,full,team,26,seed,0.603,0.0906,0.8076,4923,0.014769
games,6,hierarchy,team,26,seed,0.5901,0.1682,0.7324,4152,0.012456
games,8,chain,team,26,seed,0.5839,0.1608,0.8225,6371,0.019113
games,8,star,team,26,seed,0.3062,0.162,0.7765,6618,0.019854
games,8,full,team,26,seed,0.3519,0.1691,0.7612,6184,0.018552
games,8,hierarchy,team,26,seed,0.4774,0.0896,0.8015,7431,0.022293
games,1,none,single_llm,26,paraphrase,1.2064,0.4337,0.3175,796,0.002388
games,4,none,ensemble,26,paraphrase,0.9424,0.2691,0.6749,3095,0.009285
games,6,none,ensemble,26,paraphrase,0.8769,0.2684,0.535,4256,0.012768
games,8,none,ensemble,26,paraphrase,0.9453,0.1628,0.644,6144,0.018432
games,4,chain,team,26,paraphrase,0.9844,0.3107,0.6721,3617,0.010851
games,4,star,team,26,paraphrase,0.6859,0.2904,0.6621,3543,0.010629
games,4,full,team,26,paraphrase,0.6894,0.1889,0.7291,3288,0.009864
games,4,hierarchy,team,26,paraphrase,0.7305,0.2822,0.6909,3398,0.010194
games,6,chain,team,26,paraphrase,0.6958,0.2323,0.6926,4872,0.014616
games,6,star,team,26,paraphrase,0.6566,0.2872,0.7916,5268,0.015804
games,6,full,team,26,paraphrase,0.8804,0.2054,0.7789,5137,0.015411
games,6,hierarchy,team,26,paraphrase,0.5207,0.197,0.7093,5110,0.01533
games,8,chain,team,26,paraphrase,0.5592,0.2189,0.7794,6952,0.020856
games,8,star,team,26,paraphrase,0.5105,0.1565,0.8118,6895,0.020685
games,8,full,team,26,paraphrase,0.336,0.1508,0.7733,6898,0.020694
games,8,hierarchy,team,26,paraphrase,0.6377,0.2047,0.7743,6441,0.019323
games,1,none,single_llm,27,seed,1.0989,0.3343,0.5513,797,0.002391
games,4,none,ensemble,27,seed,0.6737,0.2301,0.6534,3109,0.009327
games,6,none,ensemble,27,seed,0.7886,0.2517,0.6253,4018,0.012054
games,8,none,ensemble,27,seed,0.7082,0.2465,0.8313,6900,0.0207
games,4,chain,team,27,seed,0.5832,0.2107,0.7528,3256,0.009768
games,4,star,team,27,seed,0.7339,0.1533,0.7732,3334,0.010002
games,4,full,team,27,seed,0.7326,0.1378,0.7627,2334,0.007002
games,4,hierarchy,team,27,seed,0.6379,0.179,0.709,3252,0.009756
games,6,chain,team,27,seed,0.566,0.0844,0.7654,4354,0.013062
games,6,star,team,27,seed,0.5702,0.0935,0.7861,4664,0.013992
games,6,full,team,27,seed,0.5219,0.1297,0.7819,4062,0.012186
games,6,hierarchy,team,27,seed,0.3939,0.1314,0.7742,4508,0.013524
games,8,chain,team,27,seed,0.5592,0.1422,0.7167,6222,0.018666
games,8,star,team,27,seed,0.4693,0.1363,0.8889,5971,0.017913
games,8,full,team,27,seed,0.4093,0.1204,0.8038,6079,0.018237
games,8,hierarchy,team,27,seed,0.3117,0.1129,0.7313,5294,0.015882
games,1,none,single_llm,27,paraphrase,1.1606,0.3472,0.5509,848,0.002544
games,4,none,ensemble,27,paraphrase,0.8715,0.297,0.4985,3041,0.009123
games,6,none,ensemble,27,paraphrase,0.9461,0.3285,0.6072,5304,0.015912
games,8,none,ensemble,27,paraphrase,0.6481,0.206,0.7326,7469,0.022407
games,4,chain,team,27,paraphrase,0.8593,0.2784,0.5902,2552,0.007656
games,4,star,team,27,paraphrase,0.7729,0.2357,0.6747,3220,0.00966
games,4,full,team,27,paraphrase,0.7415,0.2678,0.7468,3593,0.010779
games,4,hierarchy,team,27,paraphrase,0.7808,0.2554,0.7732,2886,0.008658
games,6,chain,team,27,paraphrase,0.933,0.2498,0.7337,5052,0.015156
games,6,star,team,27,paraphrase,0.7893,0.2364,0.6644,5473,0.016419
games,6,full,team,27,paraphrase,0.5375,0.189,0.6907,5052,0.015156
games,6,hierarchy,team,27,paraphrase,0.5565,0.2187,0.7204,5724,0.017172
games,8,chain,team,27,paraphrase,0.7749,0.2152,0.7282,6160,0.01848
games,8,star,team,27,paraphrase,0.6373,0.1702,0.7339,7026,0.021078
games,8,full,team,27,paraphrase,0.4428,0.1618,0.6859,6850,0.02055
games,8,hierarchy,team,27,paraphrase,0.7408,0.2222,0.8181,5858,0.017574
games,1,none,single_llm,28,seed,1.2354,0.2934,0.5341,861,0.002583
games,4,none,ensemble,28,seed,0.9122,0.1794,0.5711,2758,0.008274
games,6,none,ensemble,28,seed,0.8772,0.3305,0.7717,3889,0.011667
games,8,none,ensemble,28,seed,0.9205,0.2552,0.6373,6205,0.018615
games,4,chain,team,28,seed,0.8396,0.242,0.6745,3395,0.010185
games,4,star,team,28,seed,0.4662,0.1811,0.8269,3205,0.009615
games,4,full,team,28,seed,0.6001,0.2056,0.8287,3619,0.010857
games,4,hierarchy,team,28,seed,0.7874,0.2433,0.7966,3284,0.009852
games,6,chain,team,28,seed,0.5805,0.1653,0.694,4341,0.013023
games,6,star,team,28,seed,0.4934,0.1544,0.8567,4779,0.014337
games,6,full,team,28,seed,0.5919,0.1679,0.7831,5085,0.015255
games,6,hierarchy,team,28,seed,0.5172,0.2076,0.8064,4228,0.012684
games,8,chain,team,28,seed,0.5128,0.2193,0.7559,6686,0.020058
games,8,star,team,28,seed,0.5013,0.0819,0.8205,5507,0.016521
games,8,full,team,28,seed,0.3541,0.1464,0.8228,6205,0.018615
games,8,hierarchy,team,28,seed,0.5113,0.1309,0.7856,6820,0.02046
games,1,none,single_llm,28,paraphrase,1.1709,0.4124,0.4881,673,0.002019
games,4,none,ensemble,28,paraphrase,0.8695,0.3884,0.6331,2776,0.008328
games,6,none,ensemble,28,paraphrase,0.7133,0.2817,0.7437,4710,0.01413
games,8,none,ensemble,28,paraphrase,0.9868,0.2859,0.7183,5545,0.016635
games,4,chain,team,28,paraphrase,0.9038,0.2666,0.7432,2939,0.008817
games,4,star,team,28,paraphrase,0.7777,0.2641,0.7223,3329,0.009987
games,4,full,team,28,paraphrase,0.7034,0.204,0.8203,3535,0.010605
games,4,hierarchy,team,28,paraphrase,0.7039,0.2827,0.6829,2820,0.00846
games,6,chain,team,28,paraphrase,0.755,0.1666,0.761,4678,0.014034
games,6,star,team,28,paraphrase,0.5804,0.2211,0.7737,4403,0.013209
games,6,full,team,28,paraphrase,0.6434,0.1893,0.6918,4718,0.014154
games,6,hierarchy,team,28,paraphrase,0.7597,0.2818,0.7705,4228,0.012684
games,8,chain,team,28,paraphrase,0.6257,0.2474,0.7613,6902,0.020706
games,8,star,team,28,paraphrase,0.563,0.1804,0.7246,5185,0.015555
games,8,full,team,28,paraphrase,0.5306,0.1708,0.7929,5543,0.016629
games,8,hierarchy,team,28,paraphrase,0.6112,0.2755,0.7489,6360,0.01908
games,1,none,single_llm,29,seed,1.2464,0.4719,0.4783,816,0.002448
games,4,none,ensemble,29,seed,0.804,0.2226,0.647,3631,0.010893
games,6,none,ensemble,29,seed,1.0343,0.2497,0.6674,5996,0.017988
games,8,none,ensemble,29,seed,0.6987,0.1798,0.6235,7293,0.021879
games,4,chain,team,29,seed,0.8268,0.3167,0.6705,3666,0.010998
games,4,star,team,29,seed,0.687,0.2222,0.6876,3669,0.011007
games,4,full,team,29,seed,0.7287,0.1684,0.8123,2955,0.008865
games,4,hierarchy,team,29,seed,0.6421,0.1815,0.6674,3475,0.010425
games,6,chain,team,29,seed,0.6908,0.1467,0.772,4672,0.014016
games,6,star,team,29,seed,0.5544,0.1196,0.7405,5304,0.015912
games,6,full,team,29,seed,0.4852,0.2056,0.7969,4355,0.013065
games,6,hierarchy,team,29,seed,0.6643,0.18,0.811,5371,0.016113
games,8,chain,team,29,seed,0.4314,0.1482,0.7564,5573,0.016719
games,8,star,team,29,seed,0.4203,0.1768,0.8069,5538,0.016614
games,8,full,team,29,seed,0.2611,0.1699,0.8005,5985,0.017955
games,8,hierarchy,team,29,seed,0.4393,0.0742,0.8562,6148,0.018444
games,1,none,single_llm,29,paraphrase,1.4851,0.4131,0.6101,820,0.00246
games,4,none,ensemble,29,paraphrase,1.0824,0.346,0.6474,3311,0.009933
games,6,none,ensemble,29,paraphrase,0.8702,0.383,0.5956,4802,0.014406
games,8,none,ensemble,29,paraphrase,0.8318,0.2885,0.6642,6601,0.019803
games,4,chain,team,29,paraphrase,0.7931,0.2167,0.7005,2847,0.008541
games,4,star,team,29,paraphrase,0.5866,0.2555,0.7544,3368,0.010104
games,4,full,team,29,paraphrase,0.7867,0.1527,0.6719,3831,0.011493
games,4,hierarchy,team,29,paraphrase,0.6753,0.2844,0.6857,3225,0.009675
games,6,chain,team,29,paraphrase,0.5883,0.2572,0.7215,4584,0.013752
games,6,star,team,29,paraphrase,0.4966,0.2155,0.684,5005,0.015015
games,6,full,team,29,paraphrase,0.8342,0.2387,0.7905,4758,0.014274
games,6,hierarchy,team,29,paraphrase,0.4277,0.1618,0.7988,4420,0.01326
games,8,chain,team,29,paraphrase,0.5067,0.2067,0.6719,5614,0.016842
games,8,star,team,29,paraphrase,0.5216,0.1477,0.7179,5900,0.0177
games,8,full,team,29,paraphrase,0.5489,0.154,0.7561,6782,0.020346
games,8,hierarchy,team,29,paraphrase,0.5325,0.1822,0.7685,6827,0.020481
games,1,none,single_llm,30,seed,1.1779,0.3548,0.4953,731,0.002193
games,4,none,ensemble,30,seed,0.9923,0.2722,0.6773,3289,0.009867
games,6,none,ensemble,30,seed,0.8237,0.2621,0.7461,5237,0.015711
games,8,none,ensemble,30,seed,0.7379,0.2777,0.7437,6804,0.020412
games,4,chain,team,30,seed,0.7582,0.2299,0.7032,3424,0.010272
games,4,star,team,30,seed,0.9645,0.175,0.7735,3057,0.009171
games,4,full,team,30,seed,0.6012,0.2318,0.7464,3048,0.009144
games,4,hierarchy,team,30,seed,0.5413,0.1697,0.6746,3402,0.010206
games,6,chain,team,30,seed,0.8516,0.1601,0.6713,5231,0.015693
games,6,star,team,30,seed,0.4489,0.1967,0.7705,4496,0.013488
games,6,full,team,30,seed,0.4738,0.1551,0.7833,4561,0.013683
games,6,hierarchy,team,30,seed,0.5217,0.1039,0.7945,3942,0.011826
games,8,chain,team,30,seed,0.4523,0.1837,0.7802,6777,0.020331
games,8,star,team,30,seed,0.4402,0.1701,0.8412,6685,0.020055
games,8,full,team,30,seed,0.5094,0.1334,0.783,5539,0.016617
games,8,hierarchy,team,30,seed,0.5087,0.1552,0.8395,5800,0.0174
games,1,none,single_llm,30,paraphrase,1.144,0.4376,0.505,649,0.001947
games,4,none,ensemble,30,paraphrase,1.025,0.2174,0.5533,3632,0.010896
games,6,none,ensemble,30,paraphrase,1.1172,0.2265,0.6302,4820,0.01446
games,8,none,ensemble,30,paraphrase,1.0437,0.2437,0.6614,7391,0.022173
games,4,chain,team,30,paraphrase,0.7725,0.3089,0.6261,3145,0.009435
games,4,star,team,30,paraphrase,0.594,0.2078,0.772,3184,0.009552
games,4,full,team,30,paraphrase,0.6981,0.2001,0.729,3296,0.009888
games,4,hierarchy,team,30,paraphrase,0.8783,0.155,0.6784,3250,0.00975
games,6,chain,team,30,paraphrase,0.6417,0.2509,0.728,4653,0.013959
games,6,star,team,30,paraphrase,0.5489,0.1949,0.8021,4448,0.013344
games,6,full,team,30,paraphrase,0.5653,0.1921,0.8326,4655,0.013965
games,6,hierarchy,team,30,paraphrase,0.7175,0.264,0.7314,4698,0.014094
games,8,chain,team,30,paraphrase,0.5438,0.2031,0.7677,6547,0.019641
games,8,star,team,30,paraphrase,0.5502,0.1383,0.7066,7771,0.023313
games,8,full,team,30,paraphrase,0.4789,0.1323,0.8366,6580,0.01974
games,8,hierarchy,team,30,paraphrase,0.6045,0.1878,0.7291,6291,0.018873
games,1,none,single_llm,31,seed,0.9926,0.3447,0.5707,948,0.002844
games,4,none,ensemble,31,seed,0.9103,0.1333,0.6444,4076,0.012228
games,6,none,ensemble,31,seed,0.9221,0.1867,0.7255,4443,0.013329
games,8,none,ensemble,31,seed,0.5875,0.1909,0.7355,5201,0.015603
games,4,chain,team,31,seed,0.6151,0.2204,0.7196,3326,0.009978
games,4,star,team,31,seed,0.5585,0.2186,0.7108,3725,0.011175
games,4,full,team,31,seed,0.4784,0.1263,0.8009,3732,0.011196
games,4,hierarchy,team,31,seed,0.7315,0.2225,0.7609,2871,0.008613
games,6,chain,team,31,seed,0.5226,0.1263,0.6907,4992,0.014976
games,6,star,team,31,seed,0.4093,0.1575,0.7195,4942,0.014826
games,6,full,team,31,seed,0.4427,0.181,0.8108,5393,0.016179
games,6,hierarchy,team,31,seed,0.466,0.157,0.7256,4601,0.013803
games,8,chain,team,31,seed,0.4705,0.1243,0.7042,5495,0.016485
games,8,star,team,31,seed,0.2127,0.0811,0.8264,5376,0.016128
games,8,full,team,31,seed,0.2799,0.175,0.7732,6605,0.019815
games,8,hierarchy,team,31,seed,0.5309,0.1598,0.7089,6252,0.018756
games,1,none,single_llm,31,paraphrase,1.0373,0.5568,0.3984,716,0.002148
games,4,none,ensemble,31,paraphrase,0.8551,0.2352,0.6912,3975,0.011925
games,6,none,ensemble,31,paraphrase,0.8411,0.2213,0.5158,4682,0.014046
games,8,none,ensemble,31,paraphrase,0.792,0.2358,0.7033,6652,0.019956
games,4,chain,team,31,paraphrase,0.8423,0.2674,0.6449,3413,0.010239
games,4,star,team,31,paraphrase,0.7613,0.2855,0.7695,2745,0.008235
games,4,full,team,31,paraphrase,0.5866,0.1998,0.6872,3441,0.010323
games,4,hierarchy,team,31,paraphrase,0.8151,0.304,0.7398,3266,0.009798
games,6,chain,team,31,paraphrase,0.7716,0.2535,0.718,5510,0.01653
games,6,star,team,31,paraphrase,0.6131,0.1926,0.7027,5137,0.015411
games,6,full,team,31,paraphrase,0.6953,0.1827,0.82,3854,0.011562
games,6,hierarchy,team,31,paraphrase,0.616,0.2131,0.6983,5944,0.017832
games,8,chain,team,31,paraphrase,0.57,0.197,0.7263,5118,0.015354
games,8,star,team,31,paraphrase,0.4507,0.2227,0.7236,5869,0.017607
games,8,full,team,31,paraphrase,0.6276,0.2169,0.7908,6108,0.018324
games,8,hierarchy,team,31,paraphrase,0.5227,0.1612,0.6953,5731,0.017193
games,1,none,single_llm,32,seed,1.1073,0.2879,0.4405,817,0.002451
games,4,none,ensemble,32,seed,0.9282,0.335,0.6099,3294,0.009882
games,6,none,ensemble,32,seed,0.8557,0.2146,0.7347,5172,0.015516
games,8,none,ensemble,32,seed,0.7893,0.1956,0.7085,5524,0.016572
games,4,chain,team,32,seed,0.6494,0.1951,0.6838,3340,0.01002
games,4,star,team,32,seed,0.7997,0.1537,0.7842,2869,0.008607
games,4,full,team,32,seed,0.6195,0.1424,0.8101,2982,0.008946
games,4,hierarchy,team,32,seed,0.8012,0.1902,0.7275,2798,0.008394
games,6,chain,team,32,seed,0.5969,0.2105,0.7683,5874,0.017622
games,6,star,team,32,seed,0.6646,0.1324,0.7687,5025,0.015075
games,6,full,team,32,seed,0.4078,0.1714,0.8127,4923,0.014769
games,6,hierarchy,team,32,seed,0.6103,0.2237,0.7832,4745,0.014235
games,8,chain,team,32,seed,0.6475,0.192,0.749,6403,0.019209
games,8,star,team,32,seed,0.4662,0.1378,0.7272,5412,0.016236
games,8,full,team,32,seed,0.3279,0.0647,0.7728,6806,0.020418
games,8,hierarchy,team,32,seed,0.4498,0.1412,0.7238,6104,0.018312
games,1,none,single_llm,32,paraphrase,1.3681,0.4457,0.4593,812,0.002436
games,4,none,ensemble,32,paraphrase,1.2439,0.3091,0.5684,3144,0.009432
games,6,none,ensemble,32,paraphrase,0.9092,0.2797,0.6481,4107,0.012321
games,8,none,ensemble,32,paraphrase,0.7145,0.2609,0.6801,6037,0.018111
games,4,chain,team,32,paraphrase,0.7923,0.2824,0.7445,3168,0.009504
games,4,star,team,32,paraphrase,0.7999,0.2283,0.7586,3320,0.00996
games,4,full,team,32,paraphrase,0.8166,0.2585,0.7694,3168,0.009504
games,4,hierarchy,team,32,paraphrase,0.8045,0.3025,0.6874,2998,0.008994
games,6,chain,team,32,paraphrase,0.6697,0.2514,0.6734,4764,0.014292
games,6,star,team,32,paraphrase,0.5922,0.1161,0.7336,4724,0.014172
games,6,full,team,32,paraphrase,0.5556,0.2414,0.6938,4404,0.013212
games,6,hierarchy,team,32,paraphrase,0.3604,0.1955,0.7148,4555,0.013665
games,8,chain,team,32,paraphrase,0.6874,0.2478,0.7289,6162,0.018486
games,8,star,team,32,paraphrase,0.6293,0.1825,0.7141,5301,0.015903
games,8,full,team,32,paraphrase,0.4525,0.1935,0.8788,6439,0.019317
games,8,hierarchy,team,32,paraphrase,0.4701,0.1459,0.7726,5270,0.01581
games,1,none,single_llm,33,seed,1.2826,0.3991,0.5805,782,0.002346
games,4,none,ensemble,33,seed,0.9678,0.2585,0.6033,3792,0.011376
games,6,none,ensemble,33,seed,0.776,0.2661,0.5449,5412,0.016236
games,8,none,ensemble,33,seed,0.9263,0.2098,0.7635,6757,0.020271
games,4,chain,team,33,seed,0.6657,0.2419,0.6996,3005,0.009015
games,4,star,team,33,seed,0.7927,0.229,0.7347,2965,0.008895
games,4,full,team,33,seed,0.5854,0.1993,0.73,3314,0.009942
games,4,hierarchy,team,33,seed,0.7747,0.1965,0.8105,3102,0.009306
games,6,chain,team,33,seed,0.5502,0.1357,0.8055,4432,0.013296
games,6,star,team,33,seed,0.5566,0.1419,0.732,4507,0.013521
games,6,full,team,33,seed,0.6299,0.1328,0.7442,4946,0.014838
games,6,hierarchy,team,33,seed,0.527,0.2929,0.7889,4617,0.013851
games,8,chain,team,33,seed,0.6387,0.0797,0.7697,7676,0.023028
games,8,star,team,33,seed,0.435,0.054,0.7752,7330,0.02199
games,8,full,team,33,seed,0.4543,0.0698,0.7707,6041,0.018123
games,8,hierarchy,team,33,seed,0.5028,0.1869,0.8376,6691,0.020073
games,1,none,single_llm,33,paraphrase,1.0803,0.3303,0.5473,692,0.002076
games,4,none,ensemble,33,paraphrase,0.9529,0.3252,0.5417,2872,0.008616
games,6,none,ensemble,33,paraphrase,0.8869,0.3125,0.7137,5091,0.015273
games,8,none,ensemble,33,paraphrase,0.8388,0.231,0.6257,6073,0.018219
games,4,chain,team,33,paraphrase,0.851,0.2935,0.595,2948,0.008844
games,4,star,team,33,paraphrase,0.8805,0.2532,0.6591,3953,0.011859
games,4,full,team,33,paraphrase,0.7271,0.2454,0.76,3082,0.009246
games,4,hierarchy,team,33,paraphrase,0.7072,0.3449,0.7702,3463,0.010389
games,6,chain,team,33,paraphrase,0.7092,0.1946,0.7785,4395,0.013185
games,6,star,team,33,paraphrase,0.6299,0.1392,0.6426,4952,0.014856
games,6,full,team,33,paraphrase,0.4907,0.1052,0.7817,5817,0.017451
games,6,hierarchy,team,33,paraphrase,0.7605,0.2044,0.7351,5226,0.015678
games,8,chain,team,33,paraphrase,0.6889,0.1996,0.7267,6592,0.019776
games,8,star,team,33,paraphrase,0.5821,0.178,0.749,7283,0.021849
games,8,full,team,33,paraphrase,0.6176,0.1824,0.851,6152,0.018456
games,8,hierarchy,team,33,paraphrase,0.709,0.215,0.9086,5636,0.016908
games,1,none,single_llm,34,seed,1.0966,0.3751,0.5778,956,0.002868
games,4,none,ensemble,34,seed,0.8198,0.2952,0.7197,3425,0.010275
games,6,none,ensemble,34,seed,0.7029,0.2977,0.7638,5087,0.015261
games,8,none,ensemble,34,seed,0.7745,0.2196,0.7253,6810,0.02043
games,4,chain,team,34,seed,0.7331,0.1861,0.6876,2959,0.008877
games,4,star,team,34,seed,0.7022,0.1889,0.7808,3360,0.01008
games,4,full,team,34,seed,0.5873,0.2286,0.7666,3061,0.009183
games,4,hierarchy,team,34,seed,0.7482,0.1265,0.7205,3513,0.010539
games,6,chain,team,34,seed,0.3979,0.2194,0.8302,4622,0.013866
games,6,star,team,34,seed,0.5508,0.1895,0.7613,5216,0.015648
games,6,full,team,34,seed,0.4245,0.1056,0.7547,4964,0.014892
games,6,hierarchy,team,34,seed,0.6574,0.1474,0.7111,4280,0.01284
games,8,chain,team,34,seed,0.5361,0.2271,0.7847,6152,0.018456
games,8,star,team,34,seed,0.5233,0.1138,0.7761,5786,0.017358
games,8,full,team,34,seed,0.5575,0.0018,0.8449,6103,0.018309
games,8,hierarchy,team,34,seed,0.4256,0.201,0.7493,5964,0.017892
games,1,none,single_llm,34,paraphrase,1.2604,0.4348,0.4791,674,0.002022
games,4,none,ensemble,34,paraphrase,0.8761,0.3741,0.6145,3344,0.010032
games,6,none,ensemble,34,paraphrase,0.8668,0.2543,0.7507,4709,0.014127
games,8,none,ensemble,34,paraphrase,0.7768,0.3231,0.6467,6019,0.018057
games,4,chain,team,34,paraphrase,0.811,0.28,0.713,3869,0.011607
games,4,star,team,34,paraphrase,0.7936,0.1549,0.7463,3212,0.009636
games,4,full,team,34,paraphrase,0.7343,0.2398,0.7386,3183,0.009549
games,4,hierarchy,team,34,paraphrase,0.8413,0.2383,0.6726,4167,0.012501
games,6,chain,team,34,paraphrase,0.58,0.2387,0.6398,4855,0.014565
games,6,star,team,34,paraphrase,0.5083,0.187,0.7969,5026,0.015078
games,6,full,team,34,paraphrase,0.6284,0.1139,0.8465,4227,0.012681
games,6,hierarchy,team,34,paraphrase,0.7745,0.2556,0.7635,4389,0.013167
games,8,chain,team,34,paraphrase,0.5918,0.1945,0.7265,6240,0.01872
games,8,star,team,34,paraphrase,0.3228,0.2282,0.7509,6089,0.018267
games,8,full,team,34,paraphrase,0.4406,0.1777,0.7203,4956,0.014868
games,8,hierarchy,team,34,paraphrase,0.5874,0.2141,0.735,5665,0.016995
games,1,none,single_llm,35,seed,1.2133,0.2621,0.4781,739,0.002217
games,4,none,ensemble,35,seed,1.0013,0.2319,0.6231,3825,0.011475
games,6,none,ensemble,35,seed,0.8605,0.2442,0.6678,4513,0.013539
games,8,none,ensemble,35,seed,0.4876,0.2568,0.7569,6285,0.018855
games,4,chain,team,35,seed,0.7163,0.2494,0.6623,3011,0.009033
games,4,star,team,35,seed,0.5664,0.2609,0.8138,2495,0.007485
games,4,full,team,35,seed,0.4986,0.1647,0.7564,2776,0.008328
games,4,hierarchy,team,35,seed,0.8945,0.2125,0.7837,2978,0.008934
games,6,chain,team,35,seed,0.6438,0.1595,0.7405,5093,0.015279
games,6,star,team,35,seed,0.3587,0.2086,0.7937,5414,0.016242
games,6,full,team,35,seed,0.3841,0.0878,0.7365,4920,0.01476
games,6,hierarchy,team,35,seed,0.5482,0.1362,0.7239,4192,0.012576
games,8,chain,team,35,seed,0.4918,0.1347,0.7307,7390,0.02217
games,8,star,team,35,seed,0.4384,0.1741,0.7683,6556,0.019668
games,8,full,team,35,seed,0.4111,0.0354,0.8764,6313,0.018939
games,8,hierarchy,team,35,seed,0.5413,0.1033,0.7768,5845,0.017535
games,1,none,single_llm,35,paraphrase,1.4654,0.4287,0.5357,908,0.002724
games,4,none,ensemble,35,paraphrase,1.1188,0.3483,0.5247,2977,0.008931
games,6,none,ensemble,35,paraphrase,0.7777,0.3236,0.6602,4132,0.012396
games,8,none,ensemble,35,paraphrase,0.8074,0.1936,0.6868,5340,0.01602
games,4,chain,team,35,paraphrase,0.8629,0.2951,0.7954,3471,0.010413
games,4,star,team,35,paraphrase,0.7177,0.2827,0.6601,2892,0.008676
games,4,full,team,35,paraphrase,0.7633,0.1437,0.7381,2873,0.008619
games,4,hierarchy,team,35,paraphrase,0.7901,0.2169,0.7412,3206,0.009618
games,6,chain,team,35,paraphrase,0.7916,0.235,0.6762,4681,0.014043
games,6,star,team,35,paraphrase,0.4672,0.221,0.7741,5985,0.017955
games,6,full,team,35,paraphrase,0.5094,0.174,0.7258,4901,0.014703
games,6,hierarchy,team,35,paraphrase,0.6598,0.2126,0.7889,4503,0.013509
games,8,chain,team,35,paraphrase,0.6753,0.2349,0.7244,6198,0.018594
games,8,star,team,35,paraphrase,0.7693,0.1507,0.7699,5919,0.017757
games,8,full,team,35,paraphrase,0.6752,0.1988,0.7311,6728,0.020184
games,8,hierarchy,team,35,paraphrase,0.5724,0.1727,0.7829,6649,0.019947
games,1,none,single_llm,36,seed,1.2324,0.3475,0.5802,818,0.002454
games,4,none,ensemble,36,seed,0.9071,0.2179,0.7516,2863,0.008589
games,6,none,ensemble,36,seed,0.8695,0.2113,0.7956,4366,0.013098
games,8,none,ensemble,36,seed,0.6618,0.1598,0.7494,5521,0.016563
games,4,chain,team,36,seed,0.6821,0.1339,0.752,3039,0.009117
games,4,star,team,36,seed,0.5312,0.2334,0.7046,3455,0.010365
games,4,full,team,36,seed,0.5799,0.2341,0.8175,2877,0.008631
games,4,hierarchy,team,36,seed,0.6083,0.2242,0.7469,3145,0.009435
games,6,chain,team,36,seed,0.6988,0.1448,0.7592,5258,0.015774
games,6,star,team,36,seed,0.6025,0.1384,0.7702,3965,0.011895
games,6,full,team,36,seed,0.386,0.1375,0.7877,4835,0.014505
games,6,hierarchy,team,36,seed,0.6455,0.1072,0.7628,4890,0.01467
games,8,chain,team,36,seed,0.4263,0.2106,0.8104,6585,0.019755
games,8,star,team,36,seed,0.6261,0.0634,0.7946,6634,0.019902
games,8,full,team,36,seed,0.3252,0.1154,0.7497,6841,0.020523
games,8,hierarchy,team,36,seed,0.5725,0.1442,0.6924,5781,0.017343
games,1,none,single_llm,36,paraphrase,1.3647,0.4113,0.3214,899,0.002697
games,4,none,ensemble,36,paraphrase,0.9964,0.269,0.6697,2983,0.008949
games,6,none,ensemble,36,paraphrase,0.8156,0.3052,0.7569,5579,0.016737
games,8,none,ensemble,36,paraphrase,0.8732,0.2915,0.7375,5595,0.016785
games,4,chain,team,36,paraphrase,0.8744,0.2506,0.7159,3127,0.009381
games,4,star,team,36,paraphrase,0.8101,0.2547,0.5763,3257,0.009771
games,4,full,team,36,paraphrase,0.7942,0.2478,0.7349,3725,0.011175
games,4,hierarchy,team,36,paraphrase,0.8111,0.2775,0.7722,3316,0.009948
games,6,chain,team,36,paraphrase,0.5618,0.1372,0.6908,5165,0.015495
games,6,star,team,36,paraphrase,0.5663,0.2368,0.7521,5418,0.016254
games,6,full,team,36,paraphrase,0.5421,0.2034,0.7799,5520,0.01656
games,6,hierarchy,team,36,paraphrase,0.4509,0.1964,0.777,5542,0.016626
games,8,chain,team,36,paraphrase,0.6007,0.2016,0.7629,6955,0.020865
